seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hvak.hva.padj,hvak.hva.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr12,87320391,87320443,53,-,5862,peak38901,NA,Sptlc2,NA,NA,NA,NA,FALSE,NA,intron,Sptlc2,0.11215617330629758,1.1163221227377431,NA,miR-24-3p,NA,miR-148-3p/152-3p,ENSMUSG00000021036,P97363,20773
chr12,87355259,87355317,59,-,8051,peak38928,NA,Sptlc2,NA,NA,NA,NA,FALSE,NA,intron,Sptlc2,0.4692210550548049,0.555090570528903,miR-21-3p,miR-194-5p,NA,"miR-16-1-3p, miR-340-5p, miR-29-3p",ENSMUSG00000021036,P97363,20773
chr12,87459418,87459468,51,-,42289,peak38955,Snw1,Snw1,NA,NA,NA,NA,FALSE,NA,exon,Snw1,0.0407082466046147,1.6484191352542898,NA,miR-139-3p,NA,"miR-33-5p, miR-130-3p/301-3p, miR-185-5p",ENSMUSG00000021039,Q9CSN1,66354
chr12,91638031,91638095,65,-,9277,peak38976,Ston2,NA,NA,NA,Ston2,NA,FALSE,NA,utr3,Ston2,0.12022899021231735,1.39144687836134,NA,NA,NA,NA,ENSMUSG00000020961,Q8BZ60,108800
chr12,91638792,91638847,56,-,7508,peak38977,Ston2,NA,NA,NA,Ston2,NA,FALSE,NA,utr3,Ston2,0.08782559420113713,1.2823392415507955,"miR-194-5p, miR-132-3p/212-3p",NA,let-7-5p/miR-98-5p,"miR-7-5p, miR-1198-5p, miR-340-5p",ENSMUSG00000020961,Q8BZ60,108800
chr12,91824822,91824874,53,-,6193,peak38999,Sel1l,NA,NA,NA,NA,NA,FALSE,NA,exon,Sel1l,0.7044857833165944,0.2790560440569789,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000020964 ENSMUSG00000029189,Q9Z2G6 Q80TS8,20338 231238
chr12,91831579,91831633,55,-,5880,peak39003,Sel1l,NA,NA,NA,NA,NA,FALSE,NA,exon,Sel1l,0.12672395029762143,1.0387643897249172,NA,NA,"miR-141-5p/6769b-3p, miR-16-1-3p",NA,ENSMUSG00000020964 ENSMUSG00000029189,Q9Z2G6 Q80TS8,20338 231238
chr12,91835571,91835629,59,-,6688,peak39006,NA,Sel1l,NA,NA,NA,NA,FALSE,NA,intron,Sel1l,0.9984030775911789,0.001458023912471437,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,"miR-18-5p, miR-23-3p, miR-194-2-3p/6926-5p/7055-5p, miR-22-3p, miR-200ab-5p",ENSMUSG00000020964 ENSMUSG00000029189,Q9Z2G6 Q80TS8,20338 231238
chr12,98676768,98676817,50,-,8113,peak39011,Ptpn21,NA,NA,NA,Ptpn21,Ptpn21,FALSE,NA,utr3,Ptpn21,0.8984779102405369,-0.09028250113678798,miR-194-2-3p/6926-5p/7055-5p,NA,NA,NA,ENSMUSG00000021009,Q62136,24000
chr12,99193295,99193360,66,-,7831,peak39022,Foxn3,NA,NA,NA,Foxn3,Foxn3,FALSE,NA,utr3,Foxn3,0.43108453220181653,0.5694286189871202,NA,"miR-22-3p, miR-24-3p","miR-141-3p, let-7-5p/miR-98-5p",miR-18-3p/7069-3p,ENSMUSG00000033713,Q499D0,71375
chr12,100911675,100911727,53,-,11098,peak39049,Ccdc88c,NA,NA,NA,Ccdc88c,Ccdc88c,FALSE,NA,utr3,Ccdc88c,0.08151531908038781,1.2650349227087008,NA,miR-29-3p,NA,NA,ENSMUSG00000021182,Q6VGS5,68339
chr12,101690166,101690224,59,-,5843,peak39091,NA,Tc2n,NA,NA,NA,NA,FALSE,NA,intron,Tc2n,0.44191338691880977,0.48527444557588206,NA,miR-19-3p,miR-200-3p/429-3p,NA,ENSMUSG00000021187,Q91XT6,74413
chr12,101692307,101692359,53,-,10543,peak39092,NA,Tc2n,NA,NA,NA,NA,FALSE,NA,intron,Tc2n,0.8747675342621317,-0.2249411013728725,miR-17-5p/20-5p/93-5p/106-5p,miR-130-3p/301-3p,NA,"miR-1198-5p, miR-19-3p",ENSMUSG00000021187,Q91XT6,74413
chr12,101894255,101894301,47,-,74391,peak39119,Trip11,Trip11,NA,NA,NA,NA,FALSE,NA,exon,Trip11,0.2972598798587301,0.8028687416387371,miR-194-5p,NA,NA,NA,ENSMUSG00000021188,Q811I5,109181
chr12,102394319,102394369,51,-,4727,peak39138,Lgmn,NA,NA,NA,Lgmn,NA,FALSE,NA,utr3,Lgmn,0.017011222449589535,2.169099304294296,NA,NA,NA,NA,ENSMUSG00000021190,O89017,19141
chr12,102571517,102571576,60,-,11518,peak39165,NA,Itpk1,NA,NA,NA,NA,FALSE,NA,intron,Itpk1,0.6477588373548093,0.3425637630544637,let-7-5p/miR-98-5p,miR-30-5p/384-5p,NA,"miR-484, miR-196-5p",ENSMUSG00000057963,Q8BYN3,217837
chr12,102678809,102678877,69,-,38991,peak39191,NA,Itpk1,NA,NA,NA,NA,FALSE,NA,intron,Itpk1,0.18066004606914754,1.1908049734264154,NA,"miR-21-3p, miR-30-5p/384-5p","miR-103-3p/107-3p, miR-671-5p",NA,ENSMUSG00000057963,Q8BYN3,217837
chr12,102741899,102741948,50,-,31148,peak39198,RP24-234J3.3,RP24-234J3.4,NA,NA,RP24-234J3.3,NA,FALSE,NA,utr3,RP24-234J3.3,0.3014217268733647,0.681749936943772,miR-24-3p,NA,miR-200ab-5p,NA,NA,"NA",NA
chr12,104690230,104690306,77,-,9461,peak39251,Dicer1,NA,NA,NA,Dicer1,NA,FALSE,NA,utr3,Dicer1,0.6008219260509928,0.33758797641394983,NA,NA,miR-103-3p/107-3p,miR-25-3p/32-5p/92-3p/363-3p/367-3p,ENSMUSG00000041415,Q8R418,192119
chr12,104694669,104694731,63,-,16878,peak39257,Dicer1,NA,NA,NA,NA,NA,FALSE,NA,exon,Dicer1,0.13684140561254102,1.082770562672534,let-7-5p/miR-98-5p,"miR-18-5p, miR-196-5p",NA,NA,ENSMUSG00000041415,Q8R418,192119
chr12,104702669,104702727,59,-,90795,peak39265,Dicer1,NA,NA,NA,NA,NA,FALSE,NA,exon,Dicer1,0.17330136688061956,1.0213874071485758,let-7-5p/miR-98-5p,miR-1198-5p,NA,miR-196-5p,ENSMUSG00000041415,Q8R418,192119
chr12,104702794,104702846,53,-,8069,peak39266,Dicer1,NA,NA,NA,NA,NA,FALSE,NA,exon,Dicer1,0.831477203983273,0.17977426810490235,let-7-5p/miR-98-5p,miR-196-5p,NA,miR-190-5p,ENSMUSG00000041415,Q8R418,192119
chr12,104703022,104703075,54,-,33792,peak39267,Dicer1,NA,NA,NA,NA,NA,FALSE,NA,exon,Dicer1,0.1734538706526076,1.0112145736080629,miR-103-3p/107-3p,miR-139-5p,miR-29-3p,NA,ENSMUSG00000041415,Q8R418,192119
chr12,104705111,104705166,56,-,4967,peak39270,Dicer1,NA,NA,NA,NA,NA,FALSE,NA,exon,Dicer1,0.10433843094697791,1.0014314717598574,miR-374b-5p,NA,NA,NA,ENSMUSG00000041415,Q8R418,192119
chr12,104763200,104763259,60,-,9266,peak39280,Clmn,NA,NA,NA,Clmn,NA,FALSE,NA,utr3,Clmn,0.15477106190204484,0.9120290912688592,NA,"miR-26-5p, miR-132-3p/212-3p",NA,"miR-194-5p, miR-139-5p, miR-200-3p/429-3p",ENSMUSG00000021097,Q8C5W0,94040
chr12,104771353,104771425,73,-,6656,peak39293,Clmn,NA,NA,NA,Clmn,Clmn,FALSE,NA,utr3,Clmn,0.025169262705227426,1.8471388018943584,NA,miR-125ab-5p/351-5p,NA,NA,ENSMUSG00000021097,Q8C5W0,94040
chr12,105616533,105616594,62,-,14243,peak39324,Atg2b,NA,NA,NA,Atg2b,NA,FALSE,NA,utr3,Atg2b,0.10387110856499517,1.2241451226748046,miR-17-5p/20-5p/93-5p/106-5p,miR-21-3p,NA,"miR-130-3p/301-3p, miR-27-3p",ENSMUSG00000041341,Q80XK6,76559
chr12,108118235,108118282,48,-,10374,peak39364,Setd3,Setd3,NA,NA,Setd3,Setd3,FALSE,NA,utr3,Setd3,0.5874992776476695,0.4699471563174627,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,ENSMUSG00000056770,Q91WC0,52690
chr12,108203855,108203903,49,-,6228,peak39379,Ccdc85c,NA,NA,NA,Ccdc85c,NA,FALSE,NA,utr3,Ccdc85c,0.04302259745088701,1.6328979901868614,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,miR-103-3p/107-3p,ENSMUSG00000084883,E9Q6B2,668158
chr12,108678625,108678673,49,-,6175,peak39407,NA,NA,NA,NA,NA,Degs2,FALSE,NA,utr3*,Degs2,0.20888733828375336,1.7048048371702034,NA,NA,NA,miR-375-3p,ENSMUSG00000021263,Q8R2F2,70059
chr12,108682506,108682556,51,-,6042,peak39408,NA,Degs2,NA,NA,NA,NA,FALSE,NA,intron,Degs2,0.045158715444970375,1.5956886054653716,NA,miR-24-3p,NA,miR-21ac-5p,ENSMUSG00000021263,Q8R2F2,70059
chr12,108690408,108690470,63,-,25408,peak39419,Degs2,Degs2,NA,NA,Degs2,NA,FALSE,NA,utr3,Degs2,0.2999322842468156,0.9127502551880516,miR-378-3p,NA,miR-135ab-5p,"miR-27-3p, miR-24-3p",ENSMUSG00000021263,Q8R2F2,70059
chr12,108691328,108691406,79,-,4828,peak39422,NA,Degs2,NA,NA,NA,NA,FALSE,NA,intron,Degs2,0.2692226005421101,1.546579511127119,NA,miR-181-5p,NA,miR-30a-3p/30d-3p/30e-3p,ENSMUSG00000021263,Q8R2F2,70059
chr12,108860812,108860870,59,-,6272,peak39441,Wars,Wars,NA,NA,Wars,Wars,FALSE,NA,utr3,Wars,0.18904451466868766,0.9140555536212257,miR-24-3p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-103-3p/107-3p, miR-484",ENSMUSG00000021266,P32921,22375
chr12,108861131,108861202,72,-,5871,peak39444,Wars,Wars,NA,NA,Wars,Wars,FALSE,NA,utr3,Wars,0.13435627930450245,0.8817491578379316,NA,miR-21-3p,NA,NA,ENSMUSG00000021266,P32921,22375
chr12,110693457,110693508,52,-,21090,peak39472,Hsp90aa1,Hsp90aa1,NA,NA,NA,NA,FALSE,NA,exon,Hsp90aa1,0.3746717585901671,0.7914029067508869,NA,NA,NA,NA,ENSMUSG00000021270,P07901,15519
chr12,110976425,110976475,51,-,18352,peak39478,Ankrd9,NA,NA,NA,Ankrd9,Ankrd9,FALSE,NA,utr3,Ankrd9,0.048435367685228194,1.4671424325931433,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,NA,ENSMUSG00000037904,Q8BH83,74251
chr12,111293712,111293772,61,-,7583,peak39484,Cdc42bpb,NA,NA,NA,Cdc42bpb,Cdc42bpb,FALSE,NA,utr3,Cdc42bpb,0.5780347380404237,0.35397456897399904,NA,miR-652-3p,NA,"miR-141-5p/6769b-3p, miR-106-3p",ENSMUSG00000021279,Q7TT50,217866
chr12,112654608,112654665,58,-,11203,peak39549,Akt1,NA,NA,NA,Akt1,Akt1,FALSE,NA,utr3,Akt1,0.0951855609407826,1.099722655464671,miR-378-3p,NA,NA,NA,ENSMUSG00000001729,P31750,11651
chr12,112909574,112909627,54,-,4895,peak39576,Jag2,NA,NA,NA,NA,NA,FALSE,NA,exon,Jag2,0.03196545304217323,1.6155853314774935,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-192-5p/215-5p,miR-103-3p/107-3p,ENSMUSG00000002799,Q9QYE5,16450
chr12,113258734,113258786,53,-,222536,peak39591,Igha,Igha,NA,NA,Igha,NA,FALSE,NA,utr3,Igha,0.18218614049106,1.0166354548720025,miR-24-3p,NA,miR-199-3p,miR-30a-3p/30d-3p/30e-3p,ENSMUSG00000095079,P01878,238447
chr12,113597466,113597517,52,-,34822,peak39615,Ighv5-4,NA,NA,NA,NA,NA,FALSE,NA,exon,Ighv5-4,0.133358582107949,1.2174872844059148,NA,NA,miR-24-3p,"miR-135ab-5p, miR-375-3p",ENSMUSG00000095612,A0A075B5P9,777688
chr12,114288553,114288610,58,-,18425,peak39636,Ighv3-6,NA,NA,NA,NA,NA,FALSE,NA,exon,Ighv3-6,NA,1.2542744700892767,NA,"miR-10-5p, miR-501-5p",NA,"miR-362-5p, miR-141-3p",ENSMUSG00000076672,P18531,780829
chr12,114322405,114322454,50,-,7891,peak39637,Ighv3-8,NA,NA,NA,NA,NA,FALSE,NA,exon,Ighv3-8,0.3322450385814268,0.6978987938539674,"miR-199-3p, miR-200-3p/429-3p",NA,NA,"miR-1198-5p, miR-27-3p",ENSMUSG00000076674,A0A075B5T0,780831
chr13,3564546,3564606,61,+,37095,peak39689,Gdi2,NA,NA,NA,NA,NA,FALSE,NA,exon,Gdi2,0.5639884558301922,0.47941911231831824,miR-19-3p,NA,NA,"miR-218-5p, miR-183-5p",ENSMUSG00000021218,Q61598,14569
chr13,3565000,3565050,51,+,5862,peak39692,Gdi2,NA,NA,NA,Gdi2,NA,FALSE,NA,utr3,Gdi2,0.592924957785902,0.31131513708555014,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,miR-27-3p,ENSMUSG00000021218,Q61598,14569
chr13,5865015,5865070,56,+,15410,peak39716,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.2240182952947554,0.8676266521597359,NA,NA,NA,let-7-5p/miR-98-5p,ENSMUSG00000000078,O08584,23849
chr13,5865275,5865344,70,+,4149,peak39718,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.9055573597854721,0.07466380695040305,NA,miR-218-5p,"miR-26-5p, miR-17-5p/20-5p/93-5p/106-5p, miR-30-5p/384-5p",miR-3081-3p,ENSMUSG00000000078,O08584,23849
chr13,5867384,5867434,51,+,7879,peak39723,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.09749762684270602,1.067246072412981,NA,NA,NA,let-7-5p/miR-98-5p,ENSMUSG00000000078,O08584,23849
chr13,5867480,5867524,45,+,7628,peak39724,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.12039795380798894,0.9502369769236803,NA,NA,NA,"miR-194-2-3p/6926-5p/7055-5p, miR-140-5p",ENSMUSG00000000078,O08584,23849
chr13,5867543,5867599,57,+,13820,peak39725,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.027081375831482665,1.8597730726697843,NA,NA,miR-148-3p/152-3p,miR-181-5p,ENSMUSG00000000078,O08584,23849
chr13,5867870,5867906,37,+,13279,peak39727,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.24125270097783572,0.7038749414439986,NA,miR-18-3p/7069-3p,miR-141-3p,NA,ENSMUSG00000000078,O08584,23849
chr13,5867907,5867984,78,+,43597,peak39728,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.0554675861906965,1.590537909026473,NA,NA,miR-22-3p,"miR-324-3p, miR-181-5p",ENSMUSG00000000078,O08584,23849
chr13,5869040,5869097,58,+,7015,peak39739,Klf6,NA,NA,NA,Klf6,Klf6,FALSE,NA,utr3,Klf6,0.5926955545691522,0.31276160911372414,miR-16-1-3p,miR-30a-3p/30d-3p/30e-3p,NA,miR-16-1-3p,ENSMUSG00000000078,O08584,23849
chr13,9099712,9099771,60,+,11673,peak39768,NA,Larp4b,NA,NA,NA,NA,FALSE,NA,intron,Larp4b,0.9157731927161084,0.08242750117653672,NA,NA,miR-26-5p,"miR-671-5p, miR-29-3p",ENSMUSG00000033499,Q6A0A2,217980
chr13,9111675,9111728,54,+,4679,peak39775,NA,Larp4b,NA,NA,NA,NA,FALSE,NA,intron,Larp4b,0.061936397271954435,1.7685975665240594,NA,miR-125ab-5p/351-5p,NA,"miR-10-5p, miR-21-3p",ENSMUSG00000033499,Q6A0A2,217980
chr13,9132987,9133038,52,+,14254,peak39784,NA,Larp4b,NA,NA,NA,NA,FALSE,NA,intron,Larp4b,0.8725951530737667,-0.15452417069981422,let-7-5p/miR-98-5p,NA,NA,"miR-135ab-5p, miR-196-5p",ENSMUSG00000033499,Q6A0A2,217980
chr13,9172233,9172281,49,+,4278,peak39823,Larp4b,NA,NA,NA,Larp4b,Larp4b,FALSE,NA,utr3,Larp4b,0.0511560856487833,1.4647579943782756,NA,NA,"miR-26-5p, miR-26-5p",NA,ENSMUSG00000033499,Q6A0A2,217980
chr13,9172568,9172642,75,+,6739,peak39826,Larp4b,NA,NA,NA,Larp4b,Larp4b,FALSE,NA,utr3,Larp4b,0.22362852084481402,0.8329623769352786,"miR-374b-5p, miR-361-5p",miR-21-3p,NA,NA,ENSMUSG00000033499,Q6A0A2,217980
chr13,14197733,14197786,54,+,8470,peak39896,Arid4b,NA,NA,NA,Arid4b,Arid4b,FALSE,NA,utr3,Arid4b,0.05025642700227552,1.3775646119245837,NA,"miR-130-3p/301-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-19-3p, miR-328-3p",NA,miR-21-3p,ENSMUSG00000039219,A2CG63,94246
chr13,21722090,21722145,56,+,28444,peak39953,Hist1h2bm,NA,Hist1h2bm,NA,NA,NA,FALSE,NA,utr5,Hist1h2bm,0.008630599050982546,1.8869478324493556,miR-24-3p,NA,NA,NA,ENSMUSG00000096807,P10854,NA
chr13,22035875,22035933,59,+,55296,peak39966,Hist1h2bk,NA,Hist1h2bk,NA,NA,NA,FALSE,NA,utr5,Hist1h2bk,0.019723990712511637,2.0066405013440742,NA,"miR-484, miR-24-3p",NA,miR-652-3p,ENSMUSG00000062727,Q8CGP1,NA
chr13,22043211,22043271,61,+,113081,peak39968,Hist1h2bj,NA,Hist1h2bj,Hist1h2bj,NA,NA,FALSE,NA,utr5,Hist1h2bj,0.05164354467076125,1.7392255269358172,NA,"miR-484, miR-24-3p",NA,NA,ENSMUSG00000069300,A0JLV3,NA
chr13,23535835,23535903,69,+,6019,peak39993,Hist1h3g,NA,NA,NA,Hist1h3g,Hist1h2af,FALSE,NA,utr3,Hist1h3g Hist1h2af,0.1970242286976411,0.673905375411396,NA,miR-140-5p,miR-17-5p/20-5p/93-5p/106-5p,NA,NA,P68433 Q8CGP5,NA
chr13,23555541,23555598,58,+,80478,peak40000,Hist1h1d,NA,NA,NA,NA,NA,FALSE,NA,exon,Hist1h1d,0.16302282647335276,0.7310345560279481,NA,NA,NA,miR-484,ENSMUSG00000052565,P43277,NA
chr13,23581918,23581965,48,+,4369,peak40011,Hist1h4d,NA,NA,NA,Hist1h4d,NA,FALSE,NA,utr3,Hist1h4d,0.9826265940642038,-0.016335829528781067,NA,NA,NA,miR-125ab-5p/351-5p,ENSMUSG00000061482,P62806,NA
chr13,23751512,23751574,63,+,11976,peak40032,Hist1h2ab,NA,NA,Hist1h3b,Hist1h2ab,NA,FALSE,NA,utr3,Hist1h2ab,0.15449185361615145,1.034204333932799,NA,NA,NA,miR-34-5p/449-5p,ENSMUSG00000061615,C0HKE1,NA
chr13,23757294,23757363,70,+,8800,peak40036,Hist1h4b,NA,NA,NA,Hist1h4b,NA,FALSE,NA,utr3,Hist1h4b,0.2554854448401718,0.6057374860157186,miR-194-5p,NA,miR-132-3p/212-3p,NA,ENSMUSG00000069266,P62806,NA
chr13,24802613,24802678,66,+,13858,peak40053,RP23-92G13.4,RP23-92G13.4,RP23-92G13.4,NA,NA,NA,FALSE,NA,utr5,RP23-92G13.4,0.22552060516902203,0.8199385771615727,NA,"miR-130-3p/301-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-19-3p",NA,"miR-185-5p, let-7-5p/miR-98-5p, miR-186-5p",NA,"NA",NA
chr13,24802833,24802884,52,+,5322,peak40055,RP23-92G13.4,RP23-92G13.4,RP23-92G13.4,NA,NA,NA,FALSE,NA,utr5,RP23-92G13.4,0.20693149122021987,0.8183477541289729,NA,NA,NA,NA,NA,"NA",NA
chr13,24809922,24809978,57,+,16446,peak40065,RP23-92G13.4,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-92G13.4,0.494011788242401,0.5398533110549785,NA,miR-24-3p,NA,NA,NA,"NA",NA
chr13,24812670,24812723,54,+,19533,peak40067,RP23-92G13.4,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-92G13.4,0.19699108228726422,1.0768408782293584,NA,miR-194-2-3p/6926-5p/7055-5p,NA,"miR-18-3p/7069-3p, miR-196-5p",NA,"NA",NA
chr13,24813128,24813180,53,+,5901,peak40070,RP23-92G13.4,NA,NA,NA,RP23-92G13.4,NA,FALSE,NA,utr3,RP23-92G13.4,0.4969381848132272,0.5039134208283348,"miR-181-5p, miR-221-3p/222-3p",miR-200-3p/429-3p,NA,miR-425-5p/489-3p,NA,"NA",NA
chr13,30164196,30164260,65,+,7153,peak40095,NA,Mboat1,NA,NA,NA,NA,FALSE,NA,intron,Mboat1,0.3144441573958815,0.8847523373549186,NA,NA,NA,miR-192-5p/215-5p,ENSMUSG00000038732,Q8BH98,218121
chr13,30245529,30245589,61,+,6860,peak40118,Mboat1,NA,NA,NA,Mboat1,NA,FALSE,NA,utr3,Mboat1,0.2053680862338152,0.8911216604132458,miR-30-5p/384-5p,NA,NA,miR-146ab-5p,ENSMUSG00000038732,Q8BH98,218121
chr13,30245976,30246032,57,+,7515,peak40122,Mboat1,NA,NA,NA,Mboat1,NA,FALSE,NA,utr3,Mboat1,0.04455518395954652,1.3006565879524945,NA,miR-141-5p/6769b-3p,NA,NA,ENSMUSG00000038732,Q8BH98,218121
chr13,30246101,30246173,73,+,7040,peak40123,Mboat1,NA,NA,NA,Mboat1,NA,FALSE,NA,utr3,Mboat1,0.07071470296235136,1.065124722262438,NA,NA,NA,miR-199-3p,ENSMUSG00000038732,Q8BH98,218121
chr13,30246450,30246502,53,+,4260,peak40126,Mboat1,NA,NA,NA,Mboat1,NA,FALSE,NA,utr3,Mboat1,0.23648590936422115,0.8318686147159542,NA,miR-181-5p,NA,"miR-199-3p, miR-28-5p/708-5p",ENSMUSG00000038732,Q8BH98,218121
chr13,31560562,31560629,68,+,47424,peak40136,Foxq1,NA,NA,NA,Foxq1,NA,FALSE,NA,utr3,Foxq1,0.20210366778107872,1.0160686194146749,NA,NA,NA,"miR-103-3p/107-3p, miR-186-5p",ENSMUSG00000038415,O70220,15220
chr13,37846579,37846631,53,+,6282,peak40212,NA,Rreb1,NA,NA,NA,NA,FALSE,NA,intron,Rreb1,0.18004585949680776,2.8989443192001163,NA,NA,NA,"miR-22-3p, miR-141-3p, miR-139-5p",ENSMUSG00000039087,Q3UH06,68750
chr13,37888868,37888919,52,+,8889,peak40225,Rreb1,Rreb1,Rreb1,Rreb1,NA,NA,FALSE,NA,utr5,Rreb1,0.1594565832763661,0.9707501046935894,NA,NA,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,ENSMUSG00000039087,Q3UH06,68750
chr13,37928117,37928163,47,+,18531,peak40235,Rreb1,Rreb1,NA,NA,NA,NA,FALSE,NA,exon,Rreb1,0.10506618076532963,1.0174294247630138,NA,miR-147-3p,NA,"miR-18-5p, miR-23-3p, miR-103-3p/107-3p, miR-1198-5p, miR-210-3p",ENSMUSG00000039087,Q3UH06,68750
chr13,37929846,37929904,59,+,27508,peak40239,Rreb1,Rreb1,NA,NA,NA,NA,FALSE,NA,exon,Rreb1,0.2744572746889934,0.7490380990200598,let-7-5p/miR-98-5p,miR-484,NA,"miR-196-5p, miR-139-3p",ENSMUSG00000039087,Q3UH06,68750
chr13,37931009,37931063,55,+,9500,peak40247,Rreb1,Rreb1,NA,NA,NA,NA,FALSE,NA,exon,Rreb1,0.2503531605606553,0.6531970423154384,NA,NA,miR-33-5p,NA,ENSMUSG00000039087,Q3UH06,68750
chr13,37949436,37949496,61,+,24648,peak40262,Rreb1,NA,NA,NA,Rreb1,Rreb1,FALSE,NA,utr3,Rreb1,0.09293455367423097,1.503134572076378,miR-155-5p,NA,NA,miR-27-3p,ENSMUSG00000039087,Q3UH06,68750
chr13,38060797,38060848,52,+,25100,peak40278,Riok1,NA,NA,NA,Riok1,Riok1,FALSE,NA,utr3,Riok1,0.678979692744567,0.23906664755924417,NA,NA,miR-23-3p,NA,ENSMUSG00000021428,Q922Q2,71340
chr13,38176397,38176449,53,+,11808,peak40295,Dsp,NA,NA,NA,NA,NA,FALSE,NA,exon,Dsp,0.1312915771193284,0.8708162597680723,NA,miR-21ac-5p,miR-192-5p/215-5p,NA,ENSMUSG00000054889,E9Q557,109620
chr13,38196778,38196837,60,+,17101,peak40368,Dsp,NA,NA,NA,NA,NA,FALSE,NA,exon,Dsp,0.5696452739571539,0.39101254467962543,NA,NA,"miR-23-3p, miR-106-3p","miR-18-5p, miR-375-3p",ENSMUSG00000054889,E9Q557,109620
chr13,38198499,38198555,57,+,5840,peak40386,Dsp,NA,NA,NA,Dsp,NA,FALSE,NA,utr3,Dsp,0.7264575299539083,0.2567795705222179,NA,miR-21-3p,NA,miR-425-5p/489-3p,ENSMUSG00000054889,E9Q557,109620
chr13,40959899,40959950,52,+,6768,peak40403,Gcnt2,NA,NA,NA,Gcnt2,NA,FALSE,NA,utr3,Gcnt2,0.1310352838715761,1.0458174259065802,NA,miR-147-3p,miR-1198-5p,"miR-423-5p, miR-210-3p, miR-328-3p",ENSMUSG00000021360,P97402,14538
chr13,41022174,41022236,63,+,5974,peak40416,Tmem14c,NA,NA,NA,Tmem14c,NA,FALSE,NA,utr3,Tmem14c,0.47514884018991993,0.41350546693833273,NA,NA,"miR-185-5p, miR-26-5p",NA,ENSMUSG00000021361,Q9CQN6,66154
chr13,41634737,41634791,55,+,4756,peak40422,Tmem170b,NA,NA,NA,Tmem170b,Tmem170b,FALSE,NA,utr3,Tmem170b,0.3748804338950983,0.5155120757084599,"miR-18-5p, miR-130-3p/301-3p",miR-19-3p,NA,miR-148-3p/152-3p,ENSMUSG00000087370,P86050,621976
chr13,42307438,42307495,58,+,7735,peak40448,Edn1,NA,NA,NA,Edn1,NA,FALSE,NA,utr3,Edn1,0.26448464479292066,0.6988201030078871,let-7-5p/miR-98-5p,miR-148-3p/152-3p,miR-425-5p/489-3p,"miR-18-5p, miR-18-5p, miR-130-3p/301-3p, miR-1198-5p, miR-151-3p, miR-196-5p",ENSMUSG00000021367,P22387,13614
chr13,44815267,44815337,71,+,13022,peak40472,NA,Jarid2,NA,NA,NA,NA,FALSE,NA,intron,Jarid2,0.03157528246454825,2.155620923101475,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-103-3p/107-3p,NA,miR-27-3p,ENSMUSG00000038518,Q62315,16468
chr13,44902434,44902492,59,+,20695,peak40480,Jarid2,NA,NA,NA,NA,NA,FALSE,NA,exon,Jarid2,0.14441070068622555,1.075383192625288,"miR-33-5p, miR-125ab-5p/351-5p",miR-30a-3p/30d-3p/30e-3p,miR-29-3p,NA,ENSMUSG00000038518,Q62315,16468
chr13,44902869,44902925,57,+,5481,peak40483,Jarid2,NA,NA,NA,NA,NA,FALSE,NA,exon,Jarid2,0.23374536498397727,0.8180678683054602,NA,let-7-5p/miR-98-5p,"miR-147-3p, miR-210-3p, miR-27-3p",miR-196-5p,ENSMUSG00000038518,Q62315,16468
chr13,44910574,44910619,46,+,5498,peak40486,Jarid2,Jarid2,NA,NA,NA,NA,FALSE,NA,exon,Jarid2,0.19663929783605297,1.7272793007493052,NA,miR-29-3p,NA,miR-18-5p,ENSMUSG00000038518,Q62315,16468
chr13,44911166,44911232,67,+,17285,peak40487,Jarid2,NA,NA,NA,NA,NA,FALSE,NA,exon,Jarid2,0.7456969286267313,0.25413392095471266,let-7-5p/miR-98-5p,miR-16-2-3p,NA,miR-196-5p,ENSMUSG00000038518,Q62315,16468
